index,comment,sentiment scores,date
79,Wee Low KWSP is our money government should ask people permission before implement with own decision,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposal is aimed at helping retirees manage their savings more wisely and secure long-term income. while the article provides some details about the potential changes, it does not express a clear opinion or emotion. therefore, the sentiment of the text is neutral.",2025-07-31 23:27:14+00:00
80,"Wee Low the title is a click bait then. It clearly said 'Say goodbye to freedom withdrawals'. That gave the idea that people do not hv the choices as per article. I understand that we need to read the whole thing. Still, it's clickbaiting.","sentiment: neutral

explanation: the title ""say goodbye to freedom withdrawals after 55yo: epf looking into monthly payouts in 5 years"" could be perceived as clickbait because it implies that retirees will no longer have the option to withdraw their savings freely, which may not be entirely accurate. however, upon reading the article, it becomes clear that the government is considering introducing a new retirement plan that would provide monthly pension payments in addition to the existing lump-sum option. this move aims to help retirees manage their savings more wisely and secure long-term income after they stop working. the article provides a balanced view of the proposal, including its potential benefits and drawbacks, and does not sensationalize the changes. therefore, the sentiment of the article is neutral.",2025-08-01 01:09:10+00:00
81,Wee Low Good explanation; many people like to jump to conclusions. Having a lump sum of money on hand will lead to unwise spending and possibly getting broke at early retirement.,"sentiment: negative

explanation: the article suggests that the government's proposal to introduce monthly pension payouts for epf members may not be a wise decision. the author argues that this move could lead to unwise spending and possibly getting broke at early retirement. the author also mentions that the existing lump-sum withdrawal method allows retirees to withdraw part of their savings while still receiving monthly support from the pension portion, which may not be the case with the proposed monthly pension payouts. overall, the sentiment of the article is negative as it highlights potential drawbacks of the government's proposal.",2025-08-01 01:29:38+00:00
82,Wee Low there isn't anything in the article that says retiree will be given choice. Which part of the article states that?,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposal is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. however, the article does not mention anything about retirees being given a choice or having the option to opt out of this new retirement plan. therefore, the sentiment of the text is neutral, as it simply presents information about a potential change without expressing any opinion or bias.",2025-08-01 01:55:31+00:00
83,Wee Low What is the difference? Current retirees already have the choice. I think this is a baby step towards making it mandatory,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposal is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the government is considering dividing epf contributions into two parts - one for a retirement lump sum and another for monthly pension payments.

the sentiment of the article is neutral as it simply presents the information without expressing any opinion or bias. the article provides information on the potential changes to the epf and the reasons behind them, but does not offer any evaluation or analysis of the proposal. therefore, the sentiment of the article is neutral.",2025-08-01 03:57:52+00:00
84,Sophia Katrina that is what I was thinking. Now already like that with option. Why highlighted it,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the epf delivered strong returns in 2024, with a 6.3% dividend return for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change to the epf and its performance in 2024 without expressing any opinion or bias.",2025-08-01 14:11:36+00:00
85,Wee Low sure so many angry comments due to change,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the government is considering this move to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the epf delivered strong returns in 2024, with a 6.3% dividend return for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change and the current state of the epf without expressing any strong opinions or biases.",2025-08-01 23:25:22+00:00
86,"I agree with this so much.

If i am not mistaken, currently 70% people spend all their EPF money in 5 years. How are they to support themselves after that ?","sentiment: positive

explanation: the proposed change to the employees provident fund (epf) retirement plan is expected to have a positive impact on retirees. by dividing epf contributions into two parts - one for a retirement lump sum and another for monthly pension payments - retirees will be able to withdraw part of their savings while still receiving monthly support from the pension portion. this will help them manage their savings more wisely and secure long-term income after they stop working. the proposal is aimed at helping retirees achieve a more comfortable retirement, which is a positive outcome for them.",2025-07-31 16:01:40+00:00
87,No more bulk withdrawals?,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. while the article does not express a clear opinion on the matter, it provides information about the potential benefits of the new retirement plan and the current epf withdrawal rules. overall, the sentiment of the article is neutral, as it presents both sides of the issue without taking a stance or showing bias.",2025-08-01 12:09:27+00:00
88,"its my money , i suka la!","sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. while the article provides some details about the potential changes, it does not express a clear opinion or emotion about the matter. therefore, the sentiment of the text is neutral.",2025-07-31 15:06:59+00:00
89,"As usual, all jumping to conclusions without reading the article.","sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income. while the proposal is still under review, the article highlights the strong returns delivered by the epf in 2024. overall, the tone of the article is neutral, providing information on the potential changes without expressing a clear opinion or bias.",2025-07-31 13:18:24+00:00
90,Safer as those poor uncle won’t be cheated at the local pubs,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. while the proposal is still under review, it is presented as a potential improvement to the current epf system. overall, the tone of the article is neutral, providing information about the possible change without expressing a clear opinion or bias.",2025-08-01 10:51:02+00:00
91,😂 your grandpa money?,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, which may introduce monthly pension payouts in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the epf delivered strong returns in 2024, with a dividend return of 6.3% for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change and the current state of the epf without expressing any strong opinions or biases.",2025-07-31 13:07:07+00:00
92,So conclusion is it now cannot withdraw on age 55??,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the current epf withdrawal rules allow members to fully withdraw their savings when they turn 55. overall, the tone of the article is neutral, providing information about the potential change without expressing a clear opinion or bias.",2025-08-01 01:01:22+00:00
93,One lump sum or 9.99% interest per annum.,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, which may introduce monthly pension payouts in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the proposal involves dividing epf contributions into two parts — one for a retirement lump sum and another for monthly pension payments. overall, the tone of the article is neutral, providing information about the potential changes without expressing any strong opinions or biases.",2025-07-31 14:00:47+00:00
94,"Copying Singapore""s style","sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, which would allow retirees to receive monthly pension payments in addition to the existing lump-sum withdrawal option. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the proposal is under review and would involve dividing epf contributions into two parts - one for a retirement lump sum and another for monthly pension payments. overall, the tone of the article is neutral, providing information about the potential change without expressing any strong opinions or biases.",2025-08-01 14:34:55+00:00
95,Single if die money goes to ? Y not I take & enjoy myself,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the government is considering this move to help retirees better manage their savings and secure long-term income after they stop working. the article also mentions that the epf delivered strong returns in 2024, with a dividend return of 6.3% for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change to the epf and the strong returns delivered by the fund in 2024.",2025-08-01 05:05:42+00:00
96,Follow Mee anuwar's money liao,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, which may introduce monthly pension payouts in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article provides information on the current epf withdrawal rules and the strong returns delivered by the fund in 2024. overall, the tone of the article is neutral, providing factual information about the potential change to the epf and its impact on retirees.",2025-07-31 13:25:54+00:00
97,"Hafriz Zafrul , gold prize is too high now.","sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the government is considering this proposal as a way to help retirees manage their savings more wisely and secure long-term income. the article also mentions that the epf delivered strong returns in 2024, with a dividend return of 6.3% for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change to the epf and the strong returns delivered by the fund in 2024.",2025-08-01 07:31:18+00:00
98,Hafriz Zafrul like Mr T ?,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposal is aimed at helping retirees manage their savings more wisely and secure long-term income. the article also mentions the current epf withdrawal rules and the strong returns delivered by the fund in 2024. overall, the tone of the article is neutral, providing information about the potential change and its purpose without expressing a clear opinion or bias.",2025-08-01 09:54:34+00:00
99,Thomas Tiong sooner or later very high loh..,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income. while the proposal is still under review, the article highlights the strong returns delivered by the epf in 2024. overall, the tone of the article is neutral, providing information on the potential changes without expressing a clear opinion or bias.",2025-08-01 10:11:20+00:00
100,"Hafriz Zafrul , when u buy gold , your will lose abt 15 to 20%. As such, if the gold did not appreciate beyond that, you lose.","sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, which may introduce monthly pension payouts in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the proposal involves dividing epf contributions into two parts - one for a retirement lump sum and another for monthly pension payments. however, there is no clear indication of whether this change will be implemented or how it may affect epf members. therefore, the sentiment of the article is neutral.",2025-08-01 10:46:17+00:00
101,Hafriz Zafrul gold easy to cash when you need it?,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the government is considering dividing epf contributions into two parts - one for a retirement lump sum and another for monthly pension payments. however, there is no clear indication of whether this change will be implemented or how it may affect epf members. therefore, the sentiment of the article is neutral.",2025-08-01 20:45:12+00:00
102,The price of giving 100rm they say give chicken wing but take back whole chicken,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the government is considering this move to help retirees better manage their savings and secure long-term income after they stop working. the article also mentions that the epf delivered strong returns in 2024, with a dividend return of 6.3% for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change to the epf and the strong returns delivered by the fund in 2024.",2025-07-31 13:37:20+00:00
103,Yeshhhh.. Singapore style,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposal is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. while the article provides some details about the potential changes, it does not express a clear opinion or emotion about the matter. therefore, the sentiment of the text can be classified as neutral.",2025-07-31 13:28:26+00:00
104,I would prefer to draw out all n save in my own savings just in case there's an emergency,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the government is considering this move to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the epf delivered strong returns in 2024, with a 6.3% dividend return for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change to the epf and its performance in 2024 without expressing any opinion or bias.",2025-08-03 02:22:31+00:00
105,Then I should put my money in the bank 😂,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. while the proposal is still under review, it is presented as a potential improvement to the current epf system. overall, the tone of the article is neutral, providing information about the possible change without expressing a clear opinion or bias.",2025-08-01 01:37:21+00:00
106,Same like Singapore Liao....,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the epf delivered strong returns in 2024, with a dividend return of 6.3% for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change to the epf and its performance in 2024 without expressing any clear opinion or bias.",2025-08-01 03:24:54+00:00
107,They could b BROKE! No?,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. while the article provides some details about the potential changes, it does not express a clear opinion or emotion. therefore, the sentiment of the text is neutral.",2025-08-01 12:28:39+00:00
108,"They say option, but headline says Goodbye. 🤦🏽‍♂️","sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the government is considering this move to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the epf delivered strong returns in 2024, with a 6.3% dividend return for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change to the epf and its performance without expressing any strong opinions or biases.",2025-07-31 13:40:08+00:00
109,Can....but interest  give me 50 percent...on,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, which may introduce monthly pension payouts in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the proposal is under review and that epf members can currently fully withdraw their savings when they turn 55. overall, the tone of the article is neutral, providing information about the potential change without expressing a clear opinion or bias.",2025-07-31 15:08:37+00:00
110,Ckp je kwsp xde duit nk bg org klua sekali gus..xpayah pusing2..penat lah..,"based on the title ""the government said that this move aims to help retirees manage their savings more wisely and secure long-term income after they stop working."" and the content of the article, i would rate the sentiment as positive.

the article discusses a proposed change to the employees provident fund (epf) that would allow retirees to receive monthly pension payments in addition to the existing lump-sum option. this move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article also highlights the strong returns delivered by the epf in 2024, which suggests that the fund is performing well and is a good investment for retirees. overall, the sentiment of the article is positive as it discusses potential improvements to the epf and the benefits it can offer to retirees.",2025-07-31 13:21:00+00:00
111,"If you plan to divide EPF into 2 parts, please allow options. Options to choose and decide! DO NOT RESTRICT as mandatory! Let us decide! It's our hard earned money placed in there and we have all the rights to decide with our money!","sentiment: positive

explanation: the proposed change to the employees provident fund (epf) system is expected to have a positive impact on retirees. the government is considering introducing monthly pension payouts in addition to the existing lump-sum withdrawal method, which would help retirees manage their savings more wisely and secure long-term income after they stop working. this move aims to provide retirees with more options and flexibility in managing their retirement funds, allowing them to choose the best approach for their individual needs. the proposal to divide epf contributions into two parts - one for a retirement lump sum and another for monthly pension payments - would also give retirees more control over their savings and ensure they have a steady income stream in their golden years. overall, the proposed changes are expected to improve the financial well-being of retirees and provide them with greater peace of mind in their retirement years.",2025-08-01 01:01:09+00:00
112,Douglas Goh optional bro. Opt in punya. Not mandatory. Haih..,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, which may introduce monthly pension payouts in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article provides information on the current epf withdrawal rules and the strong returns delivered by the fund in 2024. overall, the tone of the article is neutral, providing factual information about the potential change to the epf system without expressing a clear opinion or bias.",2025-08-01 11:27:12+00:00
113,Simon Lim PAP n DAP same way ~,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, which may introduce monthly pension payouts in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article provides information on the current epf withdrawal rules and the strong returns delivered by the fund in 2024. overall, the tone of the article is neutral, providing factual information about the potential change to the epf system without expressing a clear opinion or bias.",2025-07-31 14:40:51+00:00
114,Muhammad Ridzuan jenis x baca palatao lebih,"based on the title ""say goodbye to freedom withdrawals after 55yo: epf looking into monthly payouts in 5 years"" and the content of the article, the sentiment of the article is neutral.

the article provides information about a potential change to the employees provident fund (epf) withdrawal rules, where members may have the option to receive monthly pension payments instead of a lump sum withdrawal. the article also mentions that the government is considering a new retirement plan that would allow epf members to receive monthly pension payments in addition to the existing lump-sum option.

the tone of the article is informative and objective, providing facts and figures about the epf and its performance, without expressing any opinion or bias. the author presents both sides of the issue, discussing the potential benefits and drawbacks of the proposed changes, making the sentiment of the article neutral.",2025-07-31 13:25:11+00:00
115,John Lau hehe,"sentiment of ""john lau hehe"" based on the title and content is neutral.

explanation: the sentiment of ""john lau hehe"" is neutral because the article discusses a potential change to the employees provident fund (epf) withdrawal rules, but it does not express a clear opinion or emotion about the proposal. the language used is informative and factual, providing information about the government's consideration of a new retirement plan and the current epf withdrawal rules. there is no indication of humor or playfulness in the title or content, so the sentiment is classified as neutral.",2025-07-31 13:31:33+00:00
116,"Muhammad Ridzuan ada yg meminjam lah tuh - atas kertas cantik. Realiti kita tak tau kan, rahsia Kerajaan Malaysia","sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposal is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the epf delivered strong returns in 2024, with a dividend return of 6.3% for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change to the epf and its performance without expressing any clear opinion or bias.",2025-07-31 15:08:37+00:00
117,Bích Huyền vietnam pun ade epf,"sentiment of ""bích huyền vietnam pun ade epf"" based on title ""the government said that this move aims to help retirees manage their savings more wisely and secure long-term income after they stop working."" is neutral.

explanation: the title of the article suggests that the government is considering introducing monthly pension payouts for epf members as an additional option to the existing lump-sum withdrawal method. this move aims to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the proposal involves dividing epf contributions into two parts, one for a retirement lump sum and another for monthly pension payments. however, there is no clear indication of whether this proposal will be implemented or not. therefore, the sentiment of the title is neutral.",2025-07-31 17:33:09+00:00
118,"Matthew Chan could you further elaborate 
?  Maybe I read wrong. They said split the account into 2 accounts. 1 can with partly 1 can't need to pay monthly. Maybe I got it wrong","sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposal is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article provides information on the current epf withdrawal rules and the strong returns delivered by the fund in 2024. overall, the tone of the article is neutral, providing factual information about the potential change to the epf and its benefits without expressing a clear opinion or bias.",2025-07-31 14:16:42+00:00
119,"Isaac Tsen As usual, some people thought they were the only ones who read the whole article.","sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the government is considering this move to help retirees manage their savings more wisely and secure long-term income after they stop working. the article provides information about the current epf withdrawal rules and the strong returns delivered by the epf in 2024. overall, the tone of the article is neutral, providing factual information without expressing a clear opinion or bias.",2025-07-31 15:21:45+00:00
120,"Isaac Tsen same...as usual, I read and comment. But this time after I read I find that it is the same as what I read so I cannot comment on what I have read as usually it is the same and as usual I would comment.","sentiment: neutral

explanation: the title of the article suggests that the government is considering a new retirement plan for epf members, which would allow them to receive monthly pension payments in addition to the existing lump-sum option. this move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the proposal involves dividing epf contributions into two parts - one for a retirement lump sum and another for monthly pension payments. however, there is no clear indication of whether this proposal will be implemented or not. overall, the tone of the article is neutral, providing information about the potential changes without expressing any opinion or bias.",2025-07-31 17:17:52+00:00
121,Matthew Chan exactly...,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the epf delivered strong returns in 2024, with a dividend return of 6.3% for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change to the epf and its performance in 2024 without expressing any clear opinion or bias.",2025-08-01 00:03:37+00:00
122,Matthew Chan exactly 🤦🏼‍♀️,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the government is considering dividing epf contributions into two parts - one for a retirement lump sum and another for monthly pension payments. overall, the tone of the article is neutral as it presents information about the potential change without expressing any opinion or bias.",2025-08-01 01:46:51+00:00
123,Matthew Chan exactly!,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. while the article provides some details about the potential changes, it does not express a clear opinion or emotion about the proposal. therefore, the sentiment of the text is neutral.",2025-08-01 12:36:33+00:00
124,We can't decide how long can we live .So after 55 we should decide ourselves whether continue to put in EPF to earn interest or withdraw lump sum.,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the epf delivered strong returns in 2024, with a 6.3% dividend return for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change to the epf and its performance without expressing a clear opinion or bias.",2025-07-31 14:56:53+00:00
125,"Agree but increase the interest to 8% or 9% if the government feel like helping the retirees to survive. In future, cost of living will be higher. It’s going to be tougher with a small monthly withdrawals of EPF.","sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. while the proposal is still under review, it is unclear how it will impact retirees financially. therefore, i would rate the sentiment of the article as neutral, as it provides information about a potential change without expressing a clear opinion or bias.",2025-08-04 14:48:21+00:00
126,"Baca betul betul. ""it's in addition....""","sentiment: positive

explanation: the article discusses a potential change to the employees provident fund (epf) that would allow retirees to receive monthly pension payments in addition to the existing lump-sum withdrawal method. this proposed change is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article highlights the potential benefits of this proposal, such as providing retirees with a steady source of income and allowing them to withdraw part of their savings while still receiving monthly support. overall, the tone of the article is positive and optimistic about the potential impact of this proposed change on the lives of retirees in malaysia.",2025-07-31 13:12:29+00:00
127,If goverment can guranttee the healthcare of retired people...... No problem....,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposal is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. while the article provides some details about the potential changes, it does not express a clear opinion or emotion about the matter. therefore, the sentiment of the text is neutral.",2025-07-31 13:39:17+00:00
128,Retirees should give higher dividend,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, which could allow retirees to receive monthly pension payments in addition to the existing lump-sum withdrawal option. the proposal is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. while the article does not express a clear opinion on the matter, it provides information about the potential changes and their possible benefits for retirees. therefore, the sentiment of the text is neutral.",2025-07-31 14:48:44+00:00
129,This means the Epf don’t have money for the retires to withdraw and probably suffer investment losses and not transparent in terms of the actual capital inside the account,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where retirees may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the epf saw strong returns in 2024, with a 6.3% dividend return for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change to the epf and its performance in 2024 without expressing any clear opinion or bias.",2025-08-01 15:24:32+00:00
130,Option not mandatory. Its a saving not salary.,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, where members may have the option to receive monthly pension payments in addition to the existing lump-sum withdrawal method. the proposed change aims to help retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the epf delivered strong returns in 2024, with a dividend return of 6.3% for both conventional and shariah accounts. overall, the tone of the article is neutral, providing information about the potential change to the epf and its performance in 2024 without expressing any opinion or bias.",2025-08-05 03:00:25+00:00
131,"one for a retirement lump sum and another for monthly pension payments.

Ok what, for instance you have 200k in total EPF savings- 100k for lump sum, another 100k broken into monthly payouts. While getting monthly payouts, earned dividend would also be added.","based on the content provided, i would rate the sentiment as neutral. the article discusses a potential change to the employees provident fund (epf) system in malaysia, which could provide retirees with a monthly pension payout in addition to the existing lump-sum option. the government is considering this move to help retirees manage their savings more wisely and secure long-term income after they stop working.

the article also mentions that the epf saw strong returns in 2024, with a 6.3% dividend return for both conventional and shariah accounts. however, there is no clear indication of how this change will affect retirees or their savings. therefore, the sentiment of the article can be considered neutral, as it provides information about the potential change without expressing a clear opinion or emotion.",2025-08-01 14:08:17+00:00
132,This is the issue of giving unnecessary announcements . Even now it is the same ...you can either with draw full amount upon retirement or on monthly basis.,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, which may introduce monthly pension payouts in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article provides information on the current epf withdrawal rules and the strong returns delivered by the fund in 2024. overall, the tone of the article is neutral, providing factual information about the potential change to the epf system without expressing a clear opinion or bias.",2025-07-31 15:55:15+00:00
133,I honestly will prefer monthly payout over lump sums. For long term sustainability. I might die today. I might die when im 100 years old. So i rather have money monthly,"sentiment: positive

explanation: the article discusses a potential change to the employees provident fund (epf) that would allow retirees to receive monthly pension payments in addition to the existing lump-sum option. this move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the proposal involves dividing epf contributions into two parts - one for a retirement lump sum and another for monthly pension payments. this setup would let retirees withdraw part of their savings while still receiving monthly support from the pension portion. the article highlights that the government is considering this change to help retirees secure long-term income, which suggests a positive sentiment towards the potential change.",2025-08-01 15:32:41+00:00
134,Henry Por Soon Aik the amount of sources we have in Malaysia Oil & gas palm oil Gold..every Malaysian should have free healthcare..,"sentiment: neutral

explanation: the article discusses a potential change to the employees provident fund (epf) in malaysia, which may introduce monthly pension payouts in addition to the existing lump-sum withdrawal method. the move is aimed at helping retirees manage their savings more wisely and secure long-term income after they stop working. the article also mentions that the proposal involves dividing epf contributions into two parts — one for a retirement lump sum and another for monthly pension payments. overall, the tone of the article is neutral, providing information about the potential change without expressing any strong opinions or biases.",2025-07-31 14:49:52+00:00
