index,comment,sentiment scores,date
202,"Help retirees monitor their savings better or controlling sudden heavy withdrawals?????
Pls be transparent..",positive,2025-07-31 14:43:52+00:00
203,Don't mess with my money.,neutral,2025-07-31 17:20:59+00:00
204,nampak dah game ini.,neutral,2025-07-31 16:11:52+00:00
205,"Entah2x duit yg ada atas kertas je
Yg ada tuh semua ada yg dok pinjam",neutral,2025-07-31 15:07:14+00:00
206,Takde cash la tu 🫢🫢🫢 atau susah nak liquidify,neutral,2025-07-31 23:40:15+00:00
207,Tak ada kwsp,neutral,2025-07-31 16:30:33+00:00
208,Ahmad Fuad Lokman kann.. mmg admin freshhhh terus lepas dgr time dinner opis,neutral,2025-08-01 13:49:34+00:00
209,Mohd Nazri ramai semua semangat keje mcm lepas dgr taklimat e hati,positive,2025-08-01 14:11:55+00:00
210,Sesambil dok klepet duit pencarum ...kunun guna GLC padahal byk yg operating in losses,neutral,2025-07-31 18:11:23+00:00
211,Guys... Don't worry about this first... Main question is... How sure are you that you'll make it to 55? Anything can happen... Don't worry too much now.,neutral,2025-08-01 04:49:21+00:00
212,good move.,positive,2025-07-31 17:24:02+00:00
213,Masing2 punya pilihan yg mana cara terbaik selepas 55...pilih je la..,positive,2025-07-31 16:23:43+00:00
214,habis liao,neutral,2025-07-31 13:06:01+00:00
215,Make this optional,neutral,2025-07-31 13:59:42+00:00
216,"Jgn wat hal la... 
Stupid idea",negative,2025-07-31 13:38:12+00:00
217,tak boleh settlekan hutang rumah,negative,2025-08-01 13:27:15+00:00
218,Keep it as optional,neutral,2025-07-31 15:00:19+00:00
219,Undi ph lagi,positive,2025-07-31 16:48:56+00:00
220,Eroul Ismail duit skrg blackrock urus. itulah tu,neutral,2025-07-31 16:02:32+00:00
221,"Telor Anwar Ibrahim sudah kecut....🤭hi..hi..hi..., takut kalah pilihan raya akan datang masuk lockup balik ke...bang non..?",neutral,2025-07-31 14:38:41+00:00
222,How about NO,neutral,2025-07-31 13:19:02+00:00
223,New rules... govt tak de duit.. simple,positive,2025-08-01 09:06:34+00:00
224,Gov money aledy la kwsp also mau pusing modal🤣🤭,positive,2025-08-01 04:55:57+00:00
225,Senior citizen should  be given higher dividend.,positive,2025-08-01 07:25:23+00:00
226,"Mula² option.
Lama² wajib.

Buat saja terus 24jam bertukar kerajaan.",neutral,2025-07-31 14:43:30+00:00
227,dap madanon strategy,positive,2025-07-31 13:43:39+00:00
228,masalah type x buat masalah untuk type lain....malas... EPF board of director also no mind set yang bagus...,neutral,2025-07-31 15:17:00+00:00
229,Bagus jugak,positive,2025-07-31 13:32:27+00:00
230,"Gomen wants to use epf money la bayar 100 announed recently. Thanks to walanon, Padan muka kita",neutral,2025-07-31 17:39:21+00:00
231,Rusdy Razak wahh..bila jd pakar ekonomi?,positive,2025-07-31 22:21:46+00:00
232,Like SG lor.....kennot out sekaligus....,neutral,2025-08-01 10:19:22+00:00
233,Crazy ready,positive,2025-07-31 23:31:23+00:00
234,好事啊，避免一次性给人骗了，给投资骗了，给家人朋友骗了，什么都有故事... 慢慢给好啊,positive,2025-08-01 02:35:03+00:00
235,Katherine Tan read this. As we age closer to the withdrawal the government change the policy 🥲,neutral,2025-08-01 00:12:09+00:00
236,Protest depan EPF,neutral,2025-07-31 13:02:27+00:00
237,Why copy SG this one. Copy other better stuff la,neutral,2025-07-31 13:12:19+00:00
238,"Long live Authoritarianism, long live big government. No wrong thoughts and comments guys 😐 Big government knows what's best for you!",negative,2025-08-01 06:48:17+00:00
239,"It is advisable not to retire, once you stop working all kinds of ailments will come and you will start thinking when you are going to die",negative,2025-07-31 14:55:33+00:00
240,Everyone who have epf deserve to withdraw the money because that's they hard earn money.,positive,2025-07-31 13:12:12+00:00
241,"Please give us the options, i want full withdrawal because EPF fund are considered Faraid.",negative,2025-07-31 20:22:26+00:00
242,It was good ideas and good move for Madani Govt this times. I 💯❤️ support this ideas. 👍👍👍👍👍👍👍👍,positive,2025-08-01 02:18:57+00:00
243,Guys chill… I think they proposing alternative which u can CHOOSE .. not mandatory to all,neutral,2025-07-31 13:28:08+00:00
244,Expected to be like CPF like Singapore... Memamg sial laa...,negative,2025-07-31 16:41:02+00:00
246,❤️❤️❤️,positive,2025-07-31 13:18:05+00:00
247,"Waaaaa everything now follow Singapore ah. Later interest rate also 2.5% follow Singapore. Then, old people need to work till you drop dead like Singapore.",negative,2025-08-01 16:35:16+00:00
248,Give 10% interest per year...then everyone will not withdraw.,neutral,2025-07-31 17:41:18+00:00
250,https://www.facebook.com/share/v/18EunptmVz/?mibextid=wwXIfr,positive,2025-07-31 14:45:04+00:00
251,They are doing the singapore style soon,positive,2025-07-31 13:24:25+00:00
252,Myung Dae you will never know 💁‍♀️,neutral,2025-07-31 14:44:07+00:00
253,Abdul Acit habis liao sama dah 🤣🤣🤣🤣🤣🤣,positive,2025-07-31 14:38:59+00:00
254,After retire let say want to change car and buy cash from own EPF cannot already and worst cannot loan bank.,neutral,2025-08-04 15:00:38+00:00
255,How dare you control my money.How i gonna spend it is none of your bussiness.Even if i wanna gambler is also not your bussiness.😅,negative,2025-07-31 13:43:51+00:00
256,"System CPF Singapore, bayaran bulanan selepas umur 55tahun...
Boleh keluarkan semua ataupun mengikut bulanan, bergantung kepada jumlah simpanan.",neutral,2025-08-01 00:08:58+00:00
257,Should have flexibility on the withdrawal. If the withdrawal restricted to monthly is not fair to some who are now doing self extra contribution to kwsp account....,neutral,2025-07-31 23:48:53+00:00
258,At 55 i want to take out all my EPF  FULLSTOP.,neutral,2025-07-31 17:30:25+00:00
259,"banggang gov. u do, we kasi kantoi ge16.",neutral,2025-07-31 15:47:09+00:00
260,Maybe EPF doesn’t have enough funds for pay out,neutral,2025-07-31 14:45:22+00:00
261,Meaning.to say now onwards age 55 above can withdraw monthly?,positive,2025-08-01 19:18:54+00:00
262,all chinese are happy with madani... no problem just do it mandatory... hahahahaha,positive,2025-08-01 17:32:24+00:00
263,"Even after we retired, it is still not our money...😅😅😅",neutral,2025-07-31 14:15:53+00:00
265,55 yrs yearly 15 %interest keep in ebf,positive,2025-07-31 16:23:47+00:00
266,Just because some don't know how to manage their money those who know have to  suffer?,neutral,2025-07-31 13:21:03+00:00
268,KERAjaan madani gagal... #PMXGAGAL,negative,2025-07-31 13:27:09+00:00
269,Bodoh punya pkr and dap..stupid people lead the country,neutral,2025-07-31 13:37:47+00:00
270,"This is our money, shouldn't be decided by Gov on how we spend after retirement",negative,2025-07-31 13:08:10+00:00
271,One great reason for monthly withdrawals- money is safe from possible creditors,positive,2025-08-03 06:03:30+00:00
272,"NO!
The Madani government has no rights to restrict full withdrawal as this money belongs to the contributors and is NOT government property.
Different people have different plans for retirement and this will upset those plans.
I will sue the Madani government should they behave like thugs.",negative,2025-07-31 13:05:42+00:00
273,P*ndek,positive,2025-07-31 15:11:11+00:00
274,"Shuts Bern 
Sokong",positive,2025-08-01 09:45:38+00:00
275,Masaki F Matsumoto No to what? Your ignorance without reading the article?,neutral,2025-07-31 13:17:38+00:00
276,"Matthew Chan could you explain ? I see it's not a choice they split our money into 2 accounts, 1 can withdraw portion of it , 1 can only take monehtly",neutral,2025-07-31 14:09:52+00:00
277,"Isaac Tsen it is IN ADDITION to the full withdrawal option. Means if you want, you can opt into it. You can either take all out, or like this one suggests, take out one part as lump sum, the remaining as monthly-doled out pensions. It's optional. They are not denying you the ori option.",neutral,2025-08-01 14:23:33+00:00
278,Bryan Wong but may is ask isn't it now already have the options to withdraw partly and leave some for saving in the future? Why highlight it again?,neutral,2025-08-01 14:41:35+00:00
279,Bryan Wong sorry no offence. I read many articles. Also not mentioned the words in additional to. I hope I'm wrong.,neutral,2025-08-01 14:48:35+00:00
280,"stupid, its our money not your money. We have right to withdraw it after our retire",neutral,2025-07-31 13:09:20+00:00
281,"My retirement money, I have right to control it. Bodoh. Let's change government, keep come out of stupid idea.",negative,2025-07-31 23:58:23+00:00
282,Better withdraw out all EPF in 4.5 years,neutral,2025-08-05 14:00:32+00:00
283,How high is the interest not How long you keep for us. Using our money to donations for the useless people it up to us to choice withdraw or prefer monthly,neutral,2025-08-03 02:11:29+00:00
284,"Booooo, this is it!",neutral,2025-08-02 03:45:33+00:00
285,"In my personal opinion, I think the EPF or government should not interfere account holder’s money. I personally don’t trust our government!!! They should control and get back our people money from those BIG fish. May I know who has been arrested for stealing our money so far??? Please name it???",negative,2025-08-01 13:33:54+00:00
286,"Make it an option like it is now. Don't agree to making it mandatory like CPF.

I don't want my money to be held ransom by the government.",negative,2025-08-01 12:27:20+00:00
287,Take out all ....now ppl 50 to 60 die ady,neutral,2025-08-01 09:01:40+00:00
288,The title is just bad. The article mentions in addition to lump-sum payout. Weird Kaya editors need to word their titles better,neutral,2025-08-01 08:36:24+00:00
289,Govt want to control kwsp members funds and spending power....what happen if face emergency cases...and also mean we need to live a healthy long life in order to enjoy our return and are we getting more than 6% dividend every year ??,negative,2025-08-01 05:16:58+00:00
290,Ivan Cha read the article properly la chun doi,positive,2025-07-31 13:26:53+00:00
291,"Yup,. This will create a major withdrawal in EPF.. the person who wrote the headline and article should be more responsible...",negative,2025-08-01 02:42:50+00:00
292,"Some might need this money to settle their house loan, car loan or down payment for car or house. How to withdraw in small amount? Until when we can withdraw enough for down payment or loan settlement. Don't touch our EPF. Let our people decide how to spend their saving. Any how if the person spend all their saving, the government not going to help.",neutral,2025-08-01 02:18:39+00:00
293,Not fair at all!!!!,negative,2025-08-01 01:43:06+00:00
294,"My aunt has been conned by her ex (now dead) husband. They married late, then we found out that her ex husband just want her KWSP money. Now she is left alone. She has no children",neutral,2025-08-01 01:11:35+00:00
295,Provided they give us better interest rate lar,positive,2025-08-01 00:56:26+00:00
296,My money is my money. Why must I let you decide?,negative,2025-07-31 23:04:19+00:00
297,It's actually nit a bad idea seeing how older people who took out lump sum lose it all. They either spent it or getvtaken advantage off by family or  children,negative,2025-07-31 21:19:09+00:00
298,EPF will follow CPF formula after seeing too many retirees become stupid after getting their pension money,neutral,2025-07-31 16:42:44+00:00
299,"Told everyone earlier, govt can change the rules anytime. Pls redraw as soon as possible. Dont need think about the 6%",neutral,2025-07-31 14:51:06+00:00
300,Epf no more money is it?,neutral,2025-07-31 14:19:39+00:00
301,Which govt agreed to this we will take them down,negative,2025-07-31 13:18:35+00:00
302,I think government n kwsp r out of money liao.,neutral,2025-08-04 10:19:12+00:00
303,well.....they found out that huge number of ppl will retire in coming years and cannot afford to payout lump sum....as that action will collapse EPF as a whole...,neutral,2025-08-01 15:38:22+00:00
304,This is not right,negative,2025-08-01 12:53:25+00:00
305,It's optional la. Not mandatory. You can opt in to it. Don't simply la panic2,neutral,2025-08-01 11:26:56+00:00
306,Withdraw all in 5 years,positive,2025-08-01 09:46:07+00:00
307,Dont touch our $$ ... it's up to us on our own retirement $$$ ..,negative,2025-08-01 09:09:44+00:00
308,"epf wont make retirees angry cos epf wants to retain your money. if the policy makes you withdraw angrily, billions of money will be gone.Thats not what the new policy intented.",neutral,2025-08-01 05:25:14+00:00
309,When information is certain and concrete only blardy report la halo... only creating confusion la,neutral,2025-08-01 02:54:30+00:00
310,"Not agree at all . ,bad idea . Gov have no right to manipulate Acc 1 withdrawal act . Do not playing around with our retire scheme. We can planned our own .tq very much .",negative,2025-08-01 02:23:35+00:00
311,"Make it Optional.

EPF supposedly not to.hold that money too long unless being given mandate by the account holder.

How we gonna spend our saving, let us to decide.

We've already park the money for 55 years, a long time for EPF to.utilize it for whatsoever investment.

Please, don't rob retiree freedom and our life time saving. Need to enjoy a bit before visit life after life",neutral,2025-08-01 01:30:56+00:00
312,Is malaysian government going bankrupt?,neutral,2025-08-01 00:49:37+00:00
313,Epf have no money to pay out?,neutral,2025-08-01 00:03:30+00:00
314,"Like this for self contribution like me, bye bye, I will not contribute anymore.",negative,2025-07-31 23:05:59+00:00
315,"Brilliant comment section, no need to click article",neutral,2025-07-31 23:03:18+00:00
316,No ! I want all my money..,negative,2025-07-31 17:15:59+00:00
317,this shows country has insufficient funds to pay lump sum,negative,2025-07-31 17:02:49+00:00
318,no,neutral,2025-07-31 16:14:53+00:00
319,"I think in 2025 EPF suggested retirement fund at age 55 is around RM260k, if u hv more than that the balance can be took out anytime. Just that the RM260k in monthly? This is what I guess. Malaysia has many over that amount figure.",neutral,2025-07-31 15:04:03+00:00
320,Now they want to control our money.,negative,2025-07-31 14:24:20+00:00
321,"I don't have a lot of money. Even this little little bit of money, the government don't let me have control.",negative,2025-07-31 14:23:31+00:00
322,"GG , money gone, still got many ppl input inside",neutral,2025-07-31 14:07:27+00:00
323,Don't kacau² our EPF. It is our money not yours...,negative,2025-07-31 14:04:33+00:00
324,"Government running out of money, too many wrong priorities.",negative,2025-07-31 13:45:24+00:00
325,I rather sign off agreement won't take gov welfare aid than agree to this,negative,2025-07-31 13:28:55+00:00
326,What if some wants to pay off their mortgage and live debt free? Are they denied of that that right???,neutral,2025-07-31 13:07:18+00:00
327,so ppl save up till retirement will not be able to take any money ahh? then how to go around the world? you dont tipu our money lah.,negative,2025-08-01 14:04:07+00:00
328,This not yours money.......WTF,negative,2025-08-01 06:21:39+00:00
329,Crazy,neutral,2025-08-01 06:21:18+00:00
330,Can you please stop making fun of the hard-earned money of our people?,negative,2025-08-01 01:49:41+00:00
331,Crazy,neutral,2025-08-01 01:02:43+00:00
332,Never ever trust the Pmx spin specialist !,negative,2025-08-01 00:57:20+00:00
333,"Plz allow full withdrawal,not many ppl can live til 55yrs",negative,2025-07-31 23:20:43+00:00
334,Big hole now,neutral,2025-07-31 14:17:39+00:00
335,"Salam. Yet our money, you want to control it?? what the hell! . Do the  Maha Kaya in that MADANI know, what is the real daily life? Do you think the retiree will still a life, after 56? Or Kerajaan Madani want to use the KWSP money for rolling.. because the bilion2 money, yet cannot be see...",negative,2025-07-31 14:02:24+00:00
336,The headline used by Yu Ang Tan is stupid.,neutral,2025-07-31 13:55:35+00:00
337,Better curse them for badluck if cannot withdrawal after 55 years old...,negative,2025-08-01 15:08:06+00:00
338,its not good this way its our own money Govt cannot say what to do its our own savings money . This is nonsense. change govt,negative,2025-08-01 09:23:20+00:00
339,P ly,positive,2025-08-01 06:02:36+00:00
340,"EPF must come up with very clear guidelines. If I don't need the monthly payouts,  can I withdraw lump sum as and when I need the money. I should have the right and access to my funds at anytime. Guidelines must be very clear.",neutral,2025-08-01 04:58:46+00:00
341,جاز ایلن can make the option of monthly payout only available for people whose savings exceed a certain threshold,neutral,2025-07-31 13:32:53+00:00
342,"last year my public mutial  fund.returned.is.14.96%. and.this.year.to.date is.4.87% not.so bad , but. One time take.out all  is always a risk.",neutral,2025-08-01 04:55:55+00:00
343,Take out all.. Migrate to other country.. Wtf.. Malaysia..,negative,2025-08-01 04:44:24+00:00
344,This is what the past few months' propaganda and scare tactic is for,negative,2025-08-01 03:57:03+00:00
345,How long is long term income ? Till death ? What is the limit of long term ? Stupid move by government #KerajaanMadani,negative,2025-08-01 03:48:35+00:00
346,The govt is doing like in Singapore they care about the citizens. All of us when we have lot of money we tend to spend without thinking  it will be lesser and lesser. I came across  this situation I need to work to survive my money has dry up. Hahaha work and work,neutral,2025-08-01 03:05:00+00:00
347,Phase out,neutral,2025-08-01 00:11:25+00:00
348,"Not agree , it be good withdrawals all in 55 year to open our own businesss rather than give bit by bit",negative,2025-07-31 23:50:37+00:00
349,This may be because of our government pro China. In China the CCP controls all money in all the banks. They can easily block or even cancel your personal bank account anytime any moment without any notification & all your savings will be gone.,negative,2025-07-31 23:50:28+00:00
350,"don't follow the Singaporean way. money can see but cannot use, until you fall sick😁",neutral,2025-07-31 16:18:39+00:00
351,U will lose election if u implement this,negative,2025-07-31 15:46:04+00:00
352,Edwin Lam for the benefits of everyone 😁,positive,2025-07-31 14:38:17+00:00
353,the real reason is they want keep your money and invest and earn money !  F,negative,2025-07-31 15:21:39+00:00
354,Blardy govt got no money to payout. Our debts are over a trillion and still growing. Not even budget time spending rm611B on MP13,negative,2025-07-31 15:12:05+00:00
355,"Why our own money need control by government, this was sign, government use the epf money and no effort to pay us in one shot",negative,2025-07-31 14:43:33+00:00
356,EPF must be broke de.,neutral,2025-07-31 14:03:43+00:00
357,Hopefully no special uniq condition when we want all money,neutral,2025-07-31 14:02:30+00:00
358,The govt trying to cheat us off our hard-earned n well-deserved money?,negative,2025-07-31 13:59:18+00:00
359,Good 👍,positive,2025-07-31 13:55:47+00:00
360,Communism,neutral,2025-07-31 13:20:10+00:00
361,G no money,positive,2025-07-31 13:17:35+00:00
362,Only numbers no money liao,neutral,2025-07-31 13:09:36+00:00
363,Signal epf have no money?RCI please..,neutral,2025-07-31 13:04:01+00:00
364,"Najib era wanted to play our epf saving, now Anwar also want to do the same?",neutral,2025-07-31 23:03:18+00:00
